0.000000,0.017661,0.000000,0.000000
1.000000,0.004042,0.000000,0.000000
2.000000,0.009833,0.000000,0.000000
3.000000,0.022481,0.000000,0.000000
4.000000,0.018754,0.000000,0.000000
5.000000,-0.009739,0.000000,0.000000
6.000000,0.009539,0.000000,0.000000
7.000000,-0.001497,0.000000,0.000000
8.000000,-0.001028,0.000000,0.000000
9.000000,0.004119,0.000000,0.000000
10.000000,0.001495,0.000000,0.000000
11.000000,0.014635,0.000000,0.000000
12.000000,0.007712,0.000000,0.000000
13.000000,0.001352,0.000000,0.000000
14.000000,0.004616,0.000000,0.000000
15.000000,0.003555,0.000000,0.000000
16.000000,0.015166,0.000000,0.000000
17.000000,-0.001857,0.000000,0.000000
18.000000,0.003364,0.000000,0.000000
19.000000,-0.008348,0.000000,0.000000
20.000000,-0.025359,1.000000,1.000000
21.000000,0.004049,0.000000,0.000000
22.000000,0.003301,0.000000,0.000000
23.000000,-0.015896,0.000000,0.000000
24.000000,0.011014,0.000000,0.000000
25.000000,-0.029577,0.000000,0.000000
26.000000,-0.017908,0.000000,0.000000
27.000000,-0.023612,0.000000,0.000000
28.000000,-0.009669,0.000000,0.000000
29.000000,-0.013378,0.000000,0.000000
30.000000,-0.029334,0.000000,0.000000
31.000000,-0.029611,0.000000,0.000000
32.000000,-0.044396,0.000000,0.000000
33.000000,-0.056992,0.000000,0.000000
34.000000,-0.041774,0.000000,0.000000
35.000000,-0.037099,0.000000,0.000000
36.000000,-0.026009,0.000000,0.000000
37.000000,-0.025127,0.000000,0.000000
38.000000,-0.039093,0.000000,0.000000
39.000000,-0.035390,0.000000,0.000000
40.000000,-0.039064,0.000000,0.000000
41.000000,-0.038035,0.000000,0.000000
42.000000,-0.035193,0.000000,0.000000
43.000000,0.008080,0.000000,0.000000
44.000000,-0.008946,0.000000,0.000000
45.000000,0.000227,0.000000,0.000000
46.000000,0.001309,0.000000,0.000000
47.000000,0.031592,0.000000,0.000000
48.000000,0.018148,0.000000,0.000000
49.000000,0.043052,0.000000,0.000000
50.000000,0.047334,0.000000,0.000000
51.000000,0.071326,0.000000,0.000000
52.000000,0.073295,0.000000,0.000000
53.000000,0.077113,0.000000,0.000000
54.000000,0.098491,0.000000,0.000000
55.000000,0.112037,0.000000,0.000000
56.000000,0.116203,0.000000,0.000000
57.000000,0.124851,0.000000,0.000000
58.000000,0.119972,0.000000,0.000000
59.000000,0.125162,0.000000,0.000000
60.000000,0.122233,0.000000,0.000000
61.000000,0.123034,0.000000,0.000000
62.000000,0.113400,0.000000,0.000000
63.000000,0.096271,0.000000,0.000000
64.000000,0.104292,0.000000,0.000000
65.000000,0.084328,0.000000,0.000000
66.000000,0.054629,0.000000,0.000000
67.000000,0.055027,0.000000,0.000000
68.000000,0.017668,0.000000,0.000000
69.000000,0.000679,0.000000,0.000000
70.000000,0.007507,0.000000,0.000000
71.000000,0.001548,0.000000,0.000000
72.000000,0.011688,0.000000,0.000000
73.000000,-0.012072,0.000000,0.000000
74.000000,0.004325,0.000000,0.000000
75.000000,-0.006566,0.000000,0.000000
76.000000,-0.008437,0.000000,0.000000
77.000000,-0.005517,0.000000,0.000000
78.000000,-0.002866,0.000000,0.000000
79.000000,0.000840,0.000000,0.000000
80.000000,-0.011402,0.000000,0.000000
81.000000,0.009289,0.000000,0.000000
82.000000,0.004974,0.000000,0.000000
83.000000,-0.015074,0.000000,0.000000
84.000000,0.015204,0.000000,0.000000
85.000000,0.019340,0.000000,0.000000
86.000000,0.012219,0.000000,0.000000
87.000000,-0.001398,0.000000,0.000000
88.000000,-0.010343,0.000000,0.000000
89.000000,0.010939,0.000000,0.000000
90.000000,-0.003655,0.000000,0.000000
91.000000,0.012647,0.000000,0.000000
